Week,Agency_ID,Channel_ID,Route_ID,Client_ID,Product_ID,Weekly_Units_Sold,Weekly_Sales_Price,Dev_uni_proxima,Dev_proxima,Unit_Demand
9,4051,1,2809,4318823,37058,3,22.5,0,0.0,3
3,1427,1,5502,4322588,32861,8,43.68,0,0.0,8
5,1555,1,1128,2176336,34054,36,190.8,0,0.0,36
5,1964,1,2102,632301,32934,1,7.04,0,0.0,1
3,1531,1,1262,4444760,34053,30,135.0,0,0.0,30
3,2214,1,4403,2050659,31582,1,10.14,0,0.0,1
6,1415,1,1118,2248166,43220,1,18.98,0,0.0,1
6,2029,1,1221,2157612,1212,1,8.38,0,0.0,1
3,2036,1,1117,266105,1232,4,72.96,0,0.0,4
6,1955,1,4134,576184,43147,5,22.7,0,0.0,5
5,24049,1,1205,2367602,48417,5,22.9,0,0.0,5
3,1618,1,1268,1781440,1212,3,25.14,0,0.0,3
4,1224,1,2164,1859983,30575,2,12.5,0,0.0,2
3,1463,1,4413,4599574,43274,6,31.14,0,0.0,6
8,1633,1,1201,2381296,1232,2,36.48,0,0.0,2
9,2233,1,1215,4236914,1212,1,8.38,0,0.0,1
5,2263,1,1128,4718206,47840,6,48.0,0,0.0,6
3,1637,1,1252,327054,1284,12,36.24,0,0.0,12
4,1312,1,2059,4199038,43285,8,42.24,0,0.0,8
4,1340,1,1151,251579,1309,2,13.52,0,0.0,2
4,1552,1,2805,35625,37058,3,24.45,0,0.0,3
3,3213,1,4414,1582346,43067,2,19.26,0,0.0,2
3,1312,1,2173,1208163,30532,12,93.36,0,0.0,12
4,1219,1,1101,324197,1238,10,98.3,0,0.0,10
5,1312,1,1219,1580479,1238,2,19.66,0,0.0,2
5,1127,1,1421,433741,35651,10,75.0,0,0.0,10
6,1122,1,1461,690523,1240,2,16.76,0,0.0,2
4,25759,1,5506,4576398,815,2,33.6,0,0.0,2
8,4037,1,1226,2112532,43200,1,18.24,0,0.0,1
3,1351,1,2057,992330,43064,1,8.15,0,0.0,1
6,23719,1,2803,506181,30532,5,38.9,0,0.0,5
9,1224,1,4475,809116,37058,8,60.0,0,0.0,8
5,1237,1,1285,4207513,34868,5,15.1,0,0.0,5
5,1939,11,3912,7891278,30572,15,93.75,0,0.0,15
4,1222,1,1409,55418,35651,16,120.0,0,0.0,16
6,1415,1,2112,4413823,30572,20,125.0,0,0.0,20
3,1631,1,2807,299262,34226,5,42.8,0,0.0,5
3,1140,1,1224,1651348,1064,2,33.34,0,0.0,2
3,3216,4,6603,2416744,34053,14,69.16,0,0.0,14
4,1217,1,1629,112330,40217,2,17.96,0,0.0,2
3,1218,1,2801,16525,35841,5,34.6,0,0.0,5
4,4040,1,1108,791458,43118,24,237.84,0,0.0,24
4,4040,1,5502,4442502,45111,4,35.92,0,0.0,4
7,1339,1,1103,4550794,1250,0,0.0,8,61.12,0
8,2031,1,1213,2064313,1284,20,60.4,0,0.0,20
3,2030,1,2014,3244679,37058,4,30.0,0,0.0,4
3,2629,1,1259,1795272,1109,1,15.01,0,0.0,1
9,1338,1,2005,207371,35484,6,45.0,0,0.0,6
9,1117,1,1464,1063855,1232,2,36.48,1,18.24,1
4,1955,1,1227,4516390,46772,2,17.84,0,0.0,2
7,1626,1,2851,4334423,37058,3,22.5,0,0.0,3
8,2214,1,5002,2106384,32860,2,10.92,0,0.0,2
6,2057,1,4508,4590744,43069,1,7.41,0,0.0,1
4,1911,1,2067,8168475,43285,15,79.2,0,0.0,15
3,1375,1,2002,2153533,44371,5,37.95,0,0.0,5
3,1339,1,2006,143560,43069,6,44.46,0,0.0,6
5,1427,1,1207,207238,43203,2,15.28,0,0.0,2
7,1126,1,1037,1050752,2665,3,48.0,0,0.0,3
8,1342,1,1108,475565,2425,2,9.0,0,0.0,2
3,1348,1,2102,2289192,30575,8,50.0,0,0.0,8
7,1221,1,2119,415222,30532,19,147.82,0,0.0,19
5,1236,1,1203,2452234,1284,6,18.12,0,0.0,6
7,1310,1,1167,927727,41938,3,29.73,1,9.91,2
3,2045,1,1264,4221480,41938,1,9.91,0,0.0,1
3,1235,1,1102,167201,31423,2,21.38,0,0.0,2
8,1545,1,1105,951852,1216,4,33.52,0,0.0,4
9,1339,1,1005,832647,1125,7,67.2,0,0.0,7
5,1255,5,3018,653378,1250,454,4204.04,162,1500.12,292
7,1423,1,2827,4743096,30532,2,15.56,0,0.0,2
4,1625,1,2860,205639,30552,3,16.14,0,0.0,3
4,1170,4,6602,2041077,4270,16,150.08,0,0.0,16
9,1123,1,1221,4573633,1182,3,41.82,0,0.0,3
3,1443,4,4706,909147,43067,13,141.96,0,0.0,13
5,1550,1,2804,2471662,5000,4,23.72,0,0.0,4
4,2229,1,1217,2010940,1278,5,22.5,0,0.0,5
6,1623,1,1035,1650641,1129,77,1355.2,0,0.0,77
5,2016,1,2828,4399429,43069,2,14.82,0,0.0,2
6,1462,1,2807,2360826,43069,5,37.05,0,0.0,5
6,1533,1,2801,2356819,32940,3,23.34,0,0.0,3
9,1463,1,1040,1009685,34215,1,15.01,0,0.0,1
8,2023,1,1102,4515336,972,2,37.96,0,0.0,2
9,1954,1,1217,568116,1242,8,61.12,0,0.0,8
3,1531,1,1265,1004857,1240,3,25.14,0,0.0,3
5,1963,1,2105,903805,30532,7,54.46,0,0.0,7
4,1914,1,1227,4497014,1146,1,21.39,0,0.0,1
3,1914,1,2065,2337726,3718,2,18.0,0,0.0,2
9,4046,1,2124,1662070,35309,5,31.25,0,0.0,5
9,4063,2,1517,30022,34866,11,180.4,6,98.4,5
5,1153,1,1401,4126298,1220,1,7.64,0,0.0,1
5,1312,1,2160,2085954,32940,10,77.8,0,0.0,10
8,1351,1,1255,4483054,41843,9,61.74,0,0.0,9
7,1220,1,1204,418321,1278,5,22.5,3,13.5,2
7,2017,1,2101,130897,35309,10,62.5,0,0.0,10
4,22090,1,1213,1111218,3270,1,10.47,0,0.0,1
6,2229,1,2806,4694127,30531,1,7.78,0,0.0,1
9,4037,1,2207,712678,35309,3,18.75,0,0.0,3
9,1614,1,2802,653339,43065,2,13.52,0,0.0,2
3,1310,1,1163,95895,1242,6,45.84,0,0.0,6
3,2263,1,1225,359919,1242,2,16.66,0,0.0,2
3,1384,1,1213,372147,41938,3,29.73,0,0.0,3
7,1614,1,2811,317962,31590,2,20.28,0,0.0,2
3,1150,4,6614,1548656,4280,16,109.12,0,0.0,16
5,22187,1,4456,235531,43066,1,9.63,0,0.0,1
8,1140,1,1421,560277,1309,5,33.8,0,0.0,5
5,1221,1,2127,1921987,30532,6,46.68,0,0.0,6
8,1911,1,1038,93870,3631,8,130.8,5,81.75,3
4,2015,1,2837,1557481,35119,2,26.48,0,0.0,2
7,1111,1,1015,74393,1160,1,18.86,0,0.0,1
6,1126,1,1049,27482,1150,29,404.84,0,0.0,29
9,1614,1,2809,367807,43307,4,21.12,0,0.0,4
8,2018,1,1241,133411,1238,2,19.66,0,0.0,2
3,1315,1,1261,738956,2425,15,67.5,0,0.0,15
3,4040,1,2865,2421088,30555,4,21.52,0,0.0,4
6,1219,1,1617,4315754,323,1,8.15,0,0.0,1
4,1126,1,1202,594851,1250,2,15.28,0,0.0,2
9,2012,1,2806,2103,37058,3,22.5,2,15.0,1
4,2012,1,1173,15778,1064,1,16.67,0,0.0,1
3,1336,1,1163,261361,1250,2,15.28,0,0.0,2
4,1963,1,2101,617150,32940,2,15.56,0,0.0,2
5,1611,1,1273,4670289,1309,3,20.28,0,0.0,3
6,1147,4,6605,2258466,632,11,172.15,0,0.0,11
3,1111,1,2104,2113365,30575,14,87.5,0,0.0,14
6,1235,1,2104,2392880,43058,3,28.05,0,0.0,3
9,1218,1,1606,18170,37210,4,30.36,0,0.0,4
8,1635,1,1224,3010975,1125,26,249.6,0,0.0,26
4,1119,1,1055,2067939,1125,2,19.2,0,0.0,2
8,2011,4,6608,2142950,31310,5,26.0,0,0.0,5
4,4051,1,2810,689563,43064,2,16.3,0,0.0,2
4,22560,1,1181,354716,41938,3,29.73,0,0.0,3
4,1613,1,1021,2270154,1125,28,268.8,0,0.0,28
7,4051,1,1105,122309,43203,2,15.28,0,0.0,2
4,4051,1,2101,121853,43033,2,12.3,0,0.0,2
4,1415,1,1114,19649,43200,2,36.48,0,0.0,2
8,2242,1,1002,1750764,1150,2,27.92,0,0.0,2
9,1657,4,6631,7530131,1182,10,146.8,0,0.0,10
6,2012,1,1202,3789744,32819,1,8.89,0,0.0,1
5,2235,1,1103,570791,31423,2,21.38,0,0.0,2
6,2237,1,1221,1390368,1309,4,27.04,0,0.0,4
5,1616,1,1202,1317309,972,1,18.98,0,0.0,1
6,1340,1,2069,323016,45112,2,25.18,0,0.0,2
8,2071,1,1218,2350626,1242,2,15.28,0,0.0,2
7,2239,1,1261,4496990,1309,4,27.04,0,0.0,4
3,22362,1,1160,973564,35651,6,45.0,0,0.0,6
7,1654,5,3006,653037,45296,209,2090.0,0,0.0,209
4,1122,1,1456,72912,1284,16,48.32,0,0.0,16
8,1311,1,1167,571937,1242,38,290.32,0,0.0,38
8,1331,1,1109,369536,1242,2,15.28,0,0.0,2
8,1212,1,1416,174225,31423,4,42.76,0,0.0,4
8,23899,1,1235,648715,1250,1,7.64,0,0.0,1
8,1120,1,4419,1998143,43069,4,29.64,0,0.0,4
3,1332,1,1203,1034153,1150,2,27.92,0,0.0,2
5,22414,1,2102,885186,31507,11,68.75,0,0.0,11
7,1945,1,1254,737921,1309,2,13.52,0,0.0,2
8,1549,1,2813,445574,37058,3,24.45,0,0.0,3
6,2020,1,1202,14530,1240,10,83.8,0,0.0,10
4,1945,1,2855,4691655,43033,2,12.3,0,0.0,2
8,4010,1,2006,184563,43069,7,51.87,0,0.0,7
3,1140,1,4447,945420,43316,1,8.15,0,0.0,1
8,1471,1,4449,2416070,31471,2,19.98,0,0.0,2
9,22187,1,2853,2095453,32815,5,32.65,0,0.0,5
5,2076,4,6606,703793,3894,16,139.52,0,0.0,16
3,2030,1,2160,2044284,43058,1,9.35,0,0.0,1
9,1613,1,1256,1918231,1240,3,25.14,0,0.0,3
7,2034,1,1037,2027314,2665,5,80.0,0,0.0,5
5,1222,1,2144,52964,30549,4,21.52,0,0.0,4
7,1170,4,6606,1266641,1232,16,300.0,0,0.0,16
4,1117,1,1445,58699,1278,27,121.5,0,0.0,27
3,1347,1,1165,418979,1309,5,33.8,0,0.0,5
6,1127,1,4456,2011446,43274,2,10.38,0,0.0,2
8,2019,1,1211,283425,1232,1,18.24,0,0.0,1
3,1347,1,2054,564543,37058,2,15.0,0,0.0,2
6,2054,1,1122,2420922,31423,4,42.76,0,0.0,4
4,1311,1,1259,9637791,2233,2,39.88,0,0.0,2
8,1952,1,2013,718216,43147,2,9.08,0,0.0,2
4,1614,1,1129,365778,2665,9,144.0,0,0.0,9
9,1120,1,4405,172428,43285,22,116.16,0,0.0,22
3,1613,1,4443,2180236,43307,7,36.96,0,0.0,7
6,1314,7,3309,332369,46772,7,62.44,0,0.0,7
5,2034,1,1155,2012096,1212,2,16.76,0,0.0,2
8,1611,1,1263,4332912,1242,1,7.64,0,0.0,1
6,2080,4,6615,1933844,1120,3,63.21,0,0.0,3
6,2072,1,1058,2143915,1125,2,19.2,0,0.0,2
7,1121,1,1605,4561266,328,1,8.15,0,0.0,1
4,1952,1,1212,4323042,1169,1,18.86,1,18.86,0
9,1117,1,1487,4619579,31423,1,10.69,0,0.0,1
5,2237,1,4103,605311,5380,3,22.23,0,0.0,3
5,1122,1,1443,4327672,1242,2,15.28,0,0.0,2
5,1944,11,3901,4546926,30532,6,46.68,0,0.0,6
9,1232,1,1002,199882,2233,4,79.76,0,0.0,4
3,1656,1,4413,32825,43068,10,38.4,0,0.0,10
9,1337,1,2115,4542348,31507,4,25.0,0,0.0,4
4,1137,1,1453,216067,1064,1,16.67,0,0.0,1
8,1623,1,1237,7904452,1242,5,38.2,0,0.0,5
3,1127,1,4449,619820,46716,2,10.76,0,0.0,2
4,2016,1,2832,934400,43069,1,7.41,0,0.0,1
8,25699,1,1106,2285553,43199,2,34.62,0,0.0,2
7,1153,1,2804,501715,35309,4,25.0,0,0.0,4
8,1310,1,1264,1693102,3631,2,32.7,0,0.0,2
4,2031,1,1153,248699,1216,5,41.9,0,0.0,5
3,2019,1,1222,2244516,1278,4,18.0,0,0.0,4
4,1623,1,2832,7955284,43307,6,31.68,0,0.0,6
5,2015,1,1203,1983481,1242,4,30.56,0,0.0,4
9,2078,4,6607,22839,40450,4,73.6,0,0.0,4
8,2220,1,1123,4163976,1238,2,21.18,0,0.0,2
8,1945,1,1662,2346577,40217,2,17.96,0,0.0,2
9,1628,1,1132,84492,31423,1,10.69,0,0.0,1
9,2071,1,5020,1006670,47124,1,10.48,0,0.0,1
5,1968,1,1210,628471,46125,1,18.98,0,0.0,1
6,1150,4,1854,1785613,7340,6,73.38,0,0.0,6
9,2629,1,1253,2352629,1182,2,27.88,0,0.0,2
7,1219,1,1109,2180752,1272,3,31.41,0,0.0,3
8,1626,1,4406,196982,37058,29,217.5,1,7.5,28
7,2216,1,1157,312719,1240,6,50.28,0,0.0,6
4,1634,1,2101,4240961,30572,2,12.5,0,0.0,2
4,25759,1,5508,551462,815,2,33.6,0,0.0,2
7,1431,1,2007,541987,43067,2,19.26,0,0.0,2
3,1534,1,1013,2162022,1180,4,55.76,0,0.0,4
5,3212,1,1016,222147,1109,5,75.05,0,0.0,5
4,2016,1,2847,1971557,43285,4,21.12,0,0.0,4
4,1936,1,2158,4356503,32934,4,28.16,0,0.0,4
6,1330,1,2858,1134758,43065,2,13.52,0,0.0,2
3,2017,1,4403,132718,43316,4,32.6,0,0.0,4
5,1310,1,1152,98641,41938,2,19.82,0,0.0,2
3,1237,1,1201,832283,34868,2,6.04,0,0.0,2
5,2229,1,1114,4255423,1278,15,67.5,0,0.0,15
9,3213,1,1657,1192895,323,2,16.3,0,0.0,2
4,2230,1,4102,2210056,5337,3,24.45,2,16.3,1
3,1140,1,1226,2278218,1278,8,36.0,0,0.0,8
9,1347,1,1289,1349889,1284,11,33.22,0,0.0,11
9,1350,1,2123,389537,40930,2,12.3,0,0.0,2
3,2216,1,1211,4572177,1125,1,9.6,0,0.0,1
3,2215,1,4404,308001,35452,6,26.64,0,0.0,6
3,1315,1,1054,351409,1125,6,57.6,0,0.0,6
5,2216,1,2816,4572181,30554,1,5.38,0,0.0,1
5,1534,1,1020,625764,46772,2,17.84,0,0.0,2
3,1121,1,1202,4700268,46772,5,44.6,0,0.0,5
8,1631,1,1033,4593241,1182,69,961.86,0,0.0,69
8,1346,1,1215,2206453,43175,1,15.01,0,0.0,1
7,2022,1,1212,294948,1240,6,50.28,0,0.0,6
8,1631,1,1250,1920405,34868,2,6.04,0,0.0,2
7,1439,1,1104,461062,36711,30,225.0,0,0.0,30
9,1312,1,2074,68955,43147,1,4.54,0,0.0,1
4,2023,1,1205,2100500,1212,2,16.76,0,0.0,2
3,1310,1,2111,897719,30552,1,5.38,0,0.0,1
8,4051,1,2808,2357869,43307,3,15.84,0,0.0,3
9,2032,1,1257,1702028,1125,2,19.2,0,0.0,2
9,1112,1,1409,976815,1278,17,76.5,0,0.0,17
6,1970,1,1223,633093,46263,2,29.62,0,0.0,2
6,1164,6,3202,50963,641,3,122.85,0,0.0,3
9,1626,1,2845,4350291,37361,6,37.5,0,0.0,6
9,1333,1,2129,4675221,32937,1,7.04,0,0.0,1
8,1914,1,1101,69694,1230,1,16.67,0,0.0,1
4,1351,1,1275,1037372,48421,10,45.8,0,0.0,10
9,1697,1,1043,541424,73,1,21.32,0,0.0,1
3,1351,1,2047,193540,43285,3,15.84,0,0.0,3
3,1350,1,1021,450891,1129,41,721.6,0,0.0,41
7,22362,1,1151,108610,1230,1,16.67,0,0.0,1
8,1549,1,1036,445011,43195,1,148.5,0,0.0,1
9,1623,1,1133,1027632,34868,27,81.54,0,0.0,27
3,4046,1,1033,115691,34206,4,55.84,0,0.0,4
8,1387,1,1103,415971,1240,3,25.14,0,0.0,3
4,1602,1,1209,2224280,31423,2,21.38,0,0.0,2
7,2220,1,2123,1454424,31511,3,32.28,0,0.0,3
7,2045,1,2831,866361,43147,4,18.16,0,0.0,4
6,1534,1,1103,2302249,1250,3,22.92,0,0.0,3
6,2057,1,1278,477513,1230,2,33.34,0,0.0,2
8,1473,4,4910,18113,43199,2,34.04,0,0.0,2
9,22414,1,1223,5964891,1232,2,36.48,0,0.0,2
3,1631,1,1232,301660,1220,4,30.56,0,0.0,4
8,1672,4,6611,2405289,1145,10,229.6,0,0.0,10
5,1220,1,1216,316849,35651,6,45.0,0,0.0,6
4,1138,1,2107,370851,43058,4,37.4,0,0.0,4
6,4011,11,3502,4728867,43350,3,92.73,0,0.0,3
3,1123,1,1201,201160,1160,2,37.72,1,18.86,1
6,4010,1,2202,7698032,31507,1,6.25,0,0.0,1
4,2036,1,1124,1818796,2425,26,117.0,0,0.0,26
7,1914,1,1110,4421506,1230,1,17.02,0,0.0,1
6,4049,1,2835,4622863,35711,3,20.76,0,0.0,3
8,2241,1,1207,670582,1150,1,13.96,0,0.0,1
4,1591,4,6646,1577542,1120,5,105.35,0,0.0,5
6,1911,1,1071,328564,1150,48,670.08,0,0.0,48
9,22187,1,1054,229117,1109,3,45.03,0,0.0,3
3,23899,1,1231,478807,1216,3,25.14,0,0.0,3
6,2014,1,1219,890051,1278,20,90.0,0,0.0,20
3,1549,1,2032,445784,5355,3,17.79,0,0.0,3
7,1311,1,2111,4192858,40930,2,12.3,0,0.0,2
8,1236,1,1229,686695,45143,40,30.0,0,0.0,40
5,1955,1,1231,573829,35651,15,112.5,0,0.0,15
3,1215,1,1202,1993039,46772,7,62.44,0,0.0,7
8,1430,4,4904,4243192,43204,13,100.1,0,0.0,13
3,1631,1,1142,282109,1212,2,16.76,0,0.0,2
5,1374,4,6615,152165,1220,15,115.5,0,0.0,15
6,2044,1,1235,255790,2425,38,171.0,0,0.0,38
4,4010,1,2108,4374081,43033,4,24.6,0,0.0,4
9,22560,1,1177,1763512,34053,20,90.0,0,0.0,20
8,1635,1,1014,3010499,2233,10,199.4,0,0.0,10
8,1238,1,1104,735839,1309,3,20.28,0,0.0,3
8,1219,1,1103,347686,1272,2,20.94,0,0.0,2
9,4010,1,4524,114475,43118,1,9.91,0,0.0,1
9,1534,1,2011,623960,43064,2,16.3,0,0.0,2
3,1636,1,2809,285979,31471,2,19.98,0,0.0,2
6,2653,1,2128,1673253,32940,2,15.56,0,0.0,2
7,1211,7,3335,2264762,42436,3,64.44,0,0.0,3
4,1936,1,2013,1307389,43069,6,44.46,0,0.0,6
5,2213,1,1121,1017408,1687,7,132.86,0,0.0,7
8,1121,1,1012,316959,32802,4,47.64,0,0.0,4
5,1334,1,1202,4572934,1064,1,16.67,0,0.0,1
5,1112,1,1421,337468,1240,10,83.8,4,33.52,6
9,1474,4,4801,4255635,30416,5,42.6,0,0.0,5
5,1117,1,1461,359037,1272,3,31.41,0,0.0,3
9,2263,1,5003,4730598,45143,40,30.0,0,0.0,40
3,1427,1,1005,4623620,35571,2,42.78,0,0.0,2
7,1126,1,1446,2440899,1284,5,15.1,0,0.0,5
5,1439,1,1103,213453,43118,11,109.01,0,0.0,11
6,4051,1,1233,4218722,46876,4,35.68,0,0.0,4
6,2653,1,1153,215182,1309,3,20.28,0,0.0,3
5,1138,1,4408,1455322,37058,3,22.5,0,0.0,3
3,25759,1,5502,494797,815,3,50.4,0,0.0,3
8,2263,1,1128,4553908,1238,3,31.77,0,0.0,3
7,1445,1,1150,126701,43209,5,33.8,0,0.0,5
3,1423,1,2020,222689,43064,1,8.15,0,0.0,1
4,1224,1,4466,531082,43069,4,29.64,0,0.0,4
4,1342,1,1206,1952573,2233,4,79.76,0,0.0,4
5,1172,4,6602,2014520,2025,1,18.04,0,0.0,1
5,1243,1,5011,581542,43040,10,60.0,0,0.0,10
3,1126,1,1428,4241314,1284,3,9.06,0,0.0,3
9,1588,2,1652,2500531,34206,65,1012.7,0,0.0,65
8,2036,1,2820,947149,32934,1,7.04,0,0.0,1
3,22362,1,1163,1772448,3270,1,10.47,0,0.0,1
5,1239,1,4507,4640278,45143,40,30.0,0,0.0,40
9,1998,1,1153,551558,43201,1,10.59,0,0.0,1
3,2032,1,5058,502082,4259,2,25.18,0,0.0,2
9,1227,1,2121,2052554,36745,2,23.06,0,0.0,2
4,22187,1,1054,1669242,1109,2,30.02,0,0.0,2
7,2019,1,2802,379041,37058,2,15.0,0,0.0,2
3,2034,1,1292,518728,1240,8,67.04,0,0.0,8
8,1120,1,1476,111424,1238,3,29.49,0,0.0,3
7,4037,1,2005,1466806,35453,7,31.08,0,0.0,7
6,2083,4,6602,45276,30552,6,34.86,0,0.0,6
8,2034,1,4489,41759,43069,10,74.1,0,0.0,10
9,1221,1,4402,2224292,43069,4,29.64,0,0.0,4
6,1611,1,1258,196859,1182,4,55.76,0,0.0,4
7,1238,1,2807,4608690,31507,2,12.5,0,0.0,2
8,1126,1,1213,4514367,1220,3,22.92,0,0.0,3
9,1419,1,1178,1260810,36711,4,30.0,0,0.0,4
4,1384,1,1207,2261282,1284,14,42.28,0,0.0,14
5,1140,1,1402,629992,1212,1,8.38,0,0.0,1
3,1227,1,1270,2405244,1240,6,50.28,0,0.0,6
4,1123,1,1604,413355,35452,14,62.16,0,0.0,14
8,2032,1,1051,1062817,4910,5,44.6,0,0.0,5
8,4040,1,1119,965165,43200,1,18.24,0,0.0,1
8,1138,1,2107,194584,30532,10,77.8,0,0.0,10
3,1127,1,1410,430589,1216,2,16.76,0,0.0,2
6,1427,1,5502,788893,45111,1,8.98,0,0.0,1
4,2034,1,1299,2306879,1064,1,16.67,1,16.67,0
5,1678,4,6605,165454,5621,2,18.54,0,0.0,2
9,2012,1,2003,8114362,36610,40,30.8,0,0.0,40
4,1138,1,1606,1636650,325,3,24.45,0,0.0,3
7,2016,1,1302,1394564,41938,1,9.91,0,0.0,1
3,1550,1,1006,494749,42434,8,42.24,0,0.0,8
5,1310,1,2108,95958,32937,2,14.08,0,0.0,2
4,4037,1,2207,1013659,31507,3,18.75,0,0.0,3
7,1215,1,1414,200661,35651,11,82.5,0,0.0,11
8,4040,1,1016,2264118,34206,4,55.84,0,0.0,4
5,1955,1,2861,575204,43147,4,18.16,0,0.0,4
9,1964,1,1003,138026,1109,63,945.63,0,0.0,63
6,2095,11,3912,1703792,1700,2,28.0,0,0.0,2
7,2237,1,1230,1625775,35651,2,15.0,0,0.0,2
3,1465,11,3913,1256039,30532,22,171.16,0,0.0,22
4,1279,7,3320,4347376,47336,9,111.6,0,0.0,9
7,1952,11,5727,9478698,47336,428,5307.2,0,0.0,428
8,1127,1,1405,873112,3270,1,10.47,0,0.0,1
7,1237,1,1271,168035,1238,2,19.66,0,0.0,2
6,1221,1,2126,56947,36745,1,11.53,0,0.0,1
8,1614,1,1119,2052353,1309,2,13.52,0,0.0,2
4,1217,1,1019,4527020,1146,1,21.39,0,0.0,1
9,3217,1,2109,112267,32940,3,23.34,0,0.0,3
8,1140,1,1428,355122,1232,5,91.2,0,0.0,5
7,1614,1,1242,1994055,1109,1,15.01,1,15.01,0
4,1474,4,4906,1424377,43204,5,38.5,0,0.0,5
8,1459,1,1015,636334,35571,23,491.97,0,0.0,23
8,22362,1,1241,4239082,41938,1,9.91,0,0.0,1
3,1613,1,4441,2140228,43064,1,8.15,0,0.0,1
4,2023,1,1101,885800,1230,3,50.01,0,0.0,3
5,1311,1,2020,4435722,43274,2,10.38,0,0.0,2
3,2229,1,2035,607770,5000,9,47.52,0,0.0,9
9,1212,1,1428,1280828,1232,2,36.48,0,0.0,2
6,1237,1,1104,90228,1212,0,0.0,5,41.9,0
7,1456,4,4904,42847,43185,9,169.74,0,0.0,9
9,2229,1,2133,4349646,30531,5,38.9,0,0.0,5
5,2213,1,4103,465284,43084,2,16.3,0,0.0,2
5,22187,1,1157,505529,972,2,37.96,0,0.0,2
5,1613,1,2857,4520589,43058,1,9.35,0,0.0,1
4,1222,1,1032,2217233,1109,6,90.06,0,0.0,6
3,22560,1,1185,2303057,1232,1,18.24,1,18.24,0
7,22362,1,1232,1861523,1278,10,45.0,0,0.0,10
9,3213,1,2110,40963,31507,3,18.75,0,0.0,3
5,1544,1,1239,1531549,1240,2,16.76,0,0.0,2
7,1554,1,1211,2009530,34054,42,222.6,0,0.0,42
7,1491,4,6629,30040,43338,1,21.07,0,0.0,1
6,2057,1,4465,135434,37058,3,22.5,0,0.0,3
6,2022,1,2861,536135,31310,13,81.25,0,0.0,13
3,2239,1,1264,531064,1232,1,18.24,0,0.0,1
9,1117,1,1476,61074,1242,1,7.64,0,0.0,1
4,1955,1,2855,32703,30572,4,25.0,0,0.0,4
3,1631,1,1140,301566,1278,11,49.5,0,0.0,11
6,1911,1,1183,106437,1242,5,38.2,0,0.0,5
7,2629,1,1264,311482,1220,1,7.64,0,0.0,1
8,1616,1,4531,6118280,972,1,18.98,0,0.0,1
9,1427,1,1102,206702,43203,3,22.92,0,0.0,3
3,1245,1,1014,1574419,31307,3,44.37,0,0.0,3
4,3211,1,1410,1053823,1212,4,33.52,0,0.0,4
7,3212,1,1418,474547,41938,3,29.73,0,0.0,3
5,1629,1,2875,263491,43084,1,8.15,0,0.0,1
3,1227,1,1116,8629,972,4,75.92,0,0.0,4
4,4037,1,1215,7946061,43169,1,18.98,0,0.0,1
5,1112,1,1420,1107608,32819,2,17.78,0,0.0,2
8,2237,1,4107,606031,3333,2,20.28,0,0.0,2
6,2015,1,4402,1548574,35453,8,35.52,0,0.0,8
3,2242,1,1209,2420730,1125,8,76.8,0,0.0,8
6,2217,1,4523,4485230,6469,3,42.78,0,0.0,3
6,3217,1,1108,1294361,1250,5,38.2,0,0.0,5
6,1333,1,1130,1013919,1250,2,15.28,0,0.0,2
5,1936,1,2008,1332227,43064,3,24.45,0,0.0,3
4,2653,1,1130,214605,1212,4,33.52,1,8.38,3
6,1218,1,1105,599132,32819,5,44.45,0,0.0,5
7,1311,1,1254,784086,1216,4,33.52,0,0.0,4
8,1227,1,2117,671225,40930,3,18.45,0,0.0,3
9,22414,1,2810,2355246,35309,5,31.25,0,0.0,5
7,1140,1,2107,321772,36745,2,23.06,0,0.0,2
8,2030,1,2864,221398,36304,1,6.15,0,0.0,1
8,1220,1,1423,2133340,1212,4,33.52,0,0.0,4
9,2237,1,2821,4701050,30574,20,125.0,0,0.0,20
4,1911,1,1269,1957624,35651,5,37.5,0,0.0,5
5,2653,1,2002,4507758,43084,2,16.3,0,0.0,2
4,1232,1,1003,218020,1125,8,76.8,0,0.0,8
8,2016,1,1325,247341,2233,1,19.94,0,0.0,1
9,1914,1,2061,239631,43285,10,52.8,0,0.0,10
3,2013,1,1108,15109,1238,15,147.45,0,0.0,15
9,1461,1,1201,188396,43305,20,91.6,0,0.0,20
4,1348,1,1242,147922,4910,15,133.8,0,0.0,15
6,1239,1,1224,4350006,2233,1,19.94,0,0.0,1
5,1339,1,2103,1438460,31310,5,31.25,0,0.0,5
4,4049,1,2823,1127006,31310,4,25.0,0,0.0,4
9,1344,1,2803,1709118,35305,4,25.0,0,0.0,4
6,2233,1,1005,2253747,48742,3,42.78,0,0.0,3
6,23719,1,1282,312492,1278,5,22.5,0,0.0,5
3,1445,1,1142,1640039,43206,30,135.0,0,0.0,30
7,1351,1,1274,4621174,46772,1,8.92,0,0.0,1
3,1334,1,1206,553078,1146,2,42.78,0,0.0,2
4,2018,1,1214,6145375,48421,4,18.32,0,0.0,4
3,4010,1,1167,113569,43202,4,33.52,0,0.0,4
5,1344,1,2104,403720,30532,2,15.56,0,0.0,2
6,1427,1,1209,8160617,43206,12,54.0,0,0.0,12
3,2237,1,2851,142492,5345,4,27.04,0,0.0,4
6,1120,1,1204,4581107,2233,4,79.76,0,0.0,4
